,galex_objid,sdss_objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,spectrometric_redshift,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,pred
0,2.48929666181314e+18,1.23766544151196e+18,18.2862911224365,16.968242645263697,16.3343181610107,16.0398845672607,15.8572025299072,0.094920635223389,0.073961518704891,0.051166236400604005,0.038021996617317,0.028281379491090997,20.535709381103498,22.654970169067397,0,0.0019328927155579999,2.2494182586669997,3.5674667358398,4.2013912200928,4.4958248138428,4.6785068511963,1.3180484771728,1.9519729614258001,2.2464065551758,2.4290885925293,0.6339244842529971,0.9283580780029971,1.1110401153565,0.29443359375,0.47711563110349997,0.18268203735350003,-2.1192607879639,-4.3686790466309,-5.6867275238037,-6.3206520080567,-6.6150856018067,-6.797767639160201,0
1,2.48989479627286e+18,1.23766219345383e+18,22.734962463378896,21.5162334442139,20.178501129150398,19.2380294799805,18.8096752166748,0.10513059794902802,0.08191704750060999,0.056669835001230004,0.042111761868,0.031323414295912004,22.5944442749023,22.9660530090332,1,2.09711360931396,-0.140518188476595,1.0782108306884,2.4159431457519,3.3564147949218,3.7847690582274995,1.218729019165,2.5564613342285,3.4969329833983904,3.9252872467040896,1.3377323150634999,2.2782039642333998,2.7065582275391002,0.940471649169897,1.3688259124756001,0.42835426330570003,-0.37160873413089796,-0.23109054565430398,-1.4498195648193002,-2.7875518798828,-3.7280235290527,-4.156377792358399,1
2,2.48989479627286e+18,1.23766219345376e+18,21.2233982086182,21.1436233520508,21.149972915649396,20.998989105224602,21.1458530426025,0.08543308079242701,0.06656888127327,0.046052042394877,0.034221604466438,0.025454586371778998,22.867874145507802,24.001893997192397,1,1.7306194305419902,1.6444759368896003,1.724250793457,1.71790122985841,1.8688850402831998,1.7220211029052999,0.079774856567401,0.07342529296880299,0.22440910339359696,0.0775451660157,-0.006349563598597,0.144634246826197,-0.002229690551701,0.150983810424794,0.0041198730468960006,-0.146863937377898,-1.1340198516846,-2.7784957885742,-2.8582706451416002,-2.851921081543,-3.0029048919677903,-2.8560409545898997,1
3,2.48989479627287e+18,1.2376619663575e+18,21.7714443206787,21.6369953155518,21.5649738311768,21.476392745971697,21.2660846710205,0.07415709644556098,0.05778270959854099,0.03997381031513201,0.029704824090004,0.022094931453466003,21.900541305542003,22.8460254669189,1,0.8559788465499879,0.129096984863303,0.263545989990202,0.33556747436520196,0.42414855957030495,0.6344566345215021,0.1344490051269,0.2064704895019,0.295051574707003,0.5053596496582,0.072021484375,0.160602569580103,0.3709106445313,0.08858108520510301,0.2988891601563,0.210308074951197,-0.9454841613768961,-1.0745811462402,-1.2090301513671,-1.2810516357421,-1.3696327209472001,-1.5799407958984,1
4,2.49087995855714e+18,1.23766196582233e+18,22.7679882049561,22.018590927124,21.6589527130127,21.0987510681152,20.73415184021,0.050160713493824005,0.039084888994694,0.027038743719459,0.020092684775591,0.014945265837014,23.4617748260498,24.2846851348877,1,1.64322376251221,0.6937866210936999,1.4431838989258001,1.8028221130371,2.3630237579346,2.7276229858398,0.7493972778321021,1.1090354919434,1.6692371368408998,2.0338363647461,0.3596382141113,0.9198398590088,1.284439086914,0.5602016448975,0.9248008728026991,0.364599227905199,-0.822910308837898,-1.5166969299316,-2.2660942077637003,-2.625732421875,-3.1859340667725005,-3.5505332946777,1
5,2.49087995855714e+18,1.23766219345533e+18,21.1443405151367,21.066350936889602,21.1142845153809,20.744371414184602,20.6742305755615,0.06825116276741001,0.05318084359169,0.036790259182452996,0.027339106425643,0.020335271954536,22.697410583496104,23.161611557006804,1,1.92636847496033,1.5530700683594,1.6310596466065002,1.58312606811521,1.9530391693115,2.0231800079346103,0.077989578247099,0.030055999755802996,0.399969100952099,0.47010993957520203,-0.047933578491295994,0.321979522705,0.392120361328104,0.369913101196296,0.4400539398194,0.070140838623104,-0.4642009735107,-2.0172710418701003,-2.0952606201172,-2.04732704162591,-2.4172401428222,-2.4873809814453103,1
6,2.49087995855714e+18,1.23766219345514e+18,21.0325202941895,20.7353076934814,20.6634845733643,20.497858047485398,20.4134674072266,0.06381243467330901,0.049722220748663,0.034397602081298995,0.025561103597282996,0.019012765958904998,22.4717845916748,22.9064922332764,1,1.5454204082488998,1.4392642974853,1.7364768981934,1.8083000183105,1.9739265441893998,2.0583171844482,0.29721260070809996,0.369035720825199,0.5346622467041021,0.619052886962898,0.071823120117099,0.237449645996001,0.32184028625479805,0.165626525878903,0.250017166137699,0.08439064025879599,-0.43470764160159797,-1.8739719390868999,-2.171184539795,-2.2430076599121,-2.408634185791,-2.4930248260498,1
7,2.49087995855714e+18,1.23766219345533e+18,20.3953170776367,19.6626243591309,19.474853515625,19.4479904174805,19.3370056152344,0.046302646398544006,0.03607871010899501,0.024959083646536,0.018547274172306002,0.013795764185488,23.675199508667003,24.8570995330811,1,2.26642107963562,3.2798824310302996,4.0125751495361,4.200345993042,4.2272090911865,4.3381938934326,0.7326927185058031,0.9204635620117009,0.9473266601561999,1.0583114624023,0.187770843505898,0.214633941650398,0.325618743896499,0.026863098144498998,0.1378479003906,0.110984802246101,-1.1819000244141,-4.4617824554444,-5.1944751739502,-5.3822460174561,-5.409109115600599,-5.5200939178467,0
8,2.49087995855714e+18,1.237661966359e+18,21.2505722045898,20.6826019287109,20.5198917388916,20.4139404296875,19.966016769409197,0.048595659434795,0.037865407764912,0.026195114478469,0.019465778023005004,0.014478962868452,23.72145652771,24.1718235015869,1,2.2687568664550803,2.4708843231202002,3.0388545989991003,3.2015647888184,3.3075160980225005,3.7554397583008,0.5679702758789029,0.7306804656982,0.8366317749023008,1.2845554351806001,0.162710189819297,0.26866149902339803,0.7165851593017009,0.10595130920410199,0.5538749694824039,0.44792366027830294,-0.4503669738769,-2.9212512969971,-3.4892215728759997,-3.6519317626953,-3.7578830718994,-4.205806732177701,1
9,2.49087995855715e+18,1.23766196635894e+18,21.462448120117198,21.5804443359375,21.1928176879883,21.170343399047898,21.14231300354,0.046547599136829,0.036269575357437,0.02509112469852,0.018645394593477003,0.013868748210370999,22.3899230957031,23.3544139862061,1,1.3993114233017,0.9274749755859021,0.8094787597656,1.1971054077148,1.2195796966552,1.2476100921631001,-0.117996215820302,0.269630432128899,0.29210472106929997,0.320135116577198,0.38762664794920104,0.41010093688960203,0.43813133239749996,0.022474288940401002,0.05050468444829901,0.028030395507898,-0.964490890503001,-1.8919658660889,-1.7739696502686,-2.1615962982178,-2.1840705871582,-2.2121009826661,1
