,Unnamed: 0,galex_objid,sdss_objid,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,spectrometric_redshift,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,fuv-nuv,fuv-u,fuv-g,fuv-r,fuv-i,fuv-z,pred
0,5,6374821266963042252,1237667253473771641,20.0247554779053,20.000087738037106,20.1712589263916,20.3688888549805,20.472017288208,0.0837407931685448,0.0652502626180649,0.0451398268342018,0.0335437320172787,0.0249503720551729,20.835552215576197,21.7279262542725,0,-0.0007971450104378162,0.8107967376708984,0.8354644775390945,0.6642932891845952,0.466663360595696,0.363534927368196,0.02466773986819604,-0.14650344848630326,-0.3441333770752024,-0.4472618103027024,-0.1711711883544993,-0.3688011169433985,-0.4719295501708984,-0.1976299285888992,-0.30075836181639914,-0.10312843322749997,-0.8923740386963033,-1.7031707763672017,-1.7278385162353975,-1.5566673278808985,-1.3590373992919993,-1.2559089660644993,0
1,24,6374821281995427093,1237667253474689175,20.7072734832764,20.2789192199707,20.2154102325439,19.8019199371338,19.819110870361303,0.10114524513483,0.0788116902112961,0.0545215606689453,0.0405153632164001,0.0301359873265028,20.8896923065186,21.7974166870117,1,0.552487313747406,0.1824188232422017,0.6107730865479013,0.6742820739747017,1.0877723693848012,1.0705814361572976,0.4283542633056996,0.4918632507325,0.9053535461425994,0.8881626129150959,0.06350898742680045,0.4769992828368999,0.4598083496093963,0.4134902954100994,0.3962993621825959,-0.01719093322750354,-0.9077243804931,-1.0901432037353018,-1.5184974670410014,-1.582006454467802,-1.9954967498779013,-1.9783058166503975,1
2,37,6374821299175296892,1237667253475541094,20.3217792510986,19.874078750610398,19.907728195190398,20.0359668731689,19.8621654510498,0.0837038084864616,0.06522144377231599,0.0451198928058147,0.0335289165377617,0.0249393526464701,19.7577495574951,21.9861373901367,1,0.863609910011292,-0.5640296936035014,-0.11632919311529832,-0.1499786376952983,-0.2782173156737997,-0.10441589355470172,0.4477005004882031,0.4140510559082031,0.2858123779297017,0.4596138000487997,-0.033649444579999965,-0.16188812255850138,0.011913299560596613,-0.1282386779785014,0.04556274414059658,0.17380142211909802,-2.2283878326416016,-1.6643581390381,-2.1120586395263032,-2.0784091949463037,-1.9501705169678016,-2.1239719390869,1
3,82,3150516566478558496,1237667253480587774,24.1040420532227,21.8576965332031,20.6230792999268,19.432237625122106,18.533275604248,0.0712963864207268,0.0555536635220051,0.0384317673742771,0.0285589210689068,0.0212425906211138,23.1595268249512,23.1538410186768,0,3.06145921058487e-05,-0.9445152282714986,1.3018302917481002,2.5364475250244,3.727289199829098,4.6262512207032005,2.2463455200195988,3.4809627532958984,4.671804428100597,5.570766448974699,1.2346172332762997,2.425458908080998,3.3244209289550994,1.1908416748046982,2.0898036956788,0.8989620208741016,0.0056858062743998525,0.9502010345458984,-1.2961444854737003,-2.53076171875,-3.721603393554698,-4.6205654144288,0
4,88,3150551750850649104,1237667253481243205,23.2775363922119,20.722948074340803,19.2876930236816,18.789930343627894,18.397048950195305,0.0593680143356323,0.0462591536343098,0.032001867890358,0.0237808171659708,0.0176885593682528,22.866956710815398,22.7999801635742,1,0.3573325276374821,-0.4105796813965021,2.144008636474595,3.579263687133796,4.0770263671875,4.469907760620097,2.5545883178710973,3.9898433685302974,4.487606048584001,4.880487442016597,1.4352550506592008,1.9330177307129048,2.3258991241455007,0.4977626800537038,0.8906440734862997,0.3928813934325959,0.06697654724119673,0.4775562286376989,-2.0770320892333984,-3.5122871398925994,-4.010049819946303,-4.402931213378898,1
5,114,6377776806831849964,1237667253992226866,19.3079051971436,17.8607387542725,17.1581630706787,16.7578048706055,16.503219604492198,0.16254198551177998,0.126651614904404,0.08761700242757801,0.0651088207960129,0.0484290048480034,20.1879653930664,20.7451286315918,1,0.0896993353962898,0.8800601959227983,2.3272266387938987,3.029802322387699,3.4301605224608984,3.6847457885742014,1.4471664428711009,2.1497421264649006,2.5501003265381,2.8046855926514027,0.7025756835937997,1.1029338836669993,1.357519149780302,0.4003582000731996,0.6549434661865021,0.25458526611330257,-0.5571632385254013,-1.4372234344481996,-2.8843898773193004,-3.5869655609131,-3.9873237609863,-4.241909027099602,1
6,127,2485285643395008943,1237667253995242112,23.7280788421631,22.1755771636963,20.7148208618164,18.9350852966309,17.719575881958,0.107618033885956,0.0838552415370941,0.0580106675624847,0.0431081429123878,0.032064538449049,23.4839210510254,23.936304092407198,0,2.8393917091307203e-05,-0.2441577911376989,1.3083438873291016,2.7691001892090017,4.548835754394503,5.7643451690674015,1.5525016784668004,3.013257980346701,4.792993545532202,6.0085029602050986,1.4607563018799006,3.2404918670654013,4.456001281738298,1.7797355651855007,2.9952449798583984,1.2155094146728975,-0.4523830413817969,-0.20822525024409802,-1.7607269287108984,-3.221483230590799,-5.0012187957763,-6.216728210449197,0
7,131,3152275785083002900,1237667253995897693,24.606237411499,21.7989521026611,21.941276550293,22.1240577697754,21.578346252441396,0.145642384886742,0.113483555614948,0.0785074010491371,0.0583394132554531,0.0433938056230545,23.4094562530518,23.663230895996104,1,2.20113086700439,-1.196781158447198,1.6105041503906996,1.4681797027587995,1.2853984832763992,1.8311100006104049,2.8072853088378977,2.664960861205998,2.4821796417235973,3.027891159057603,-0.1423244476318999,-0.32510566711430045,0.22060585021970525,-0.18278121948240056,0.3629302978516051,0.5457115173340057,-0.253774642944304,0.9430065155028942,-1.864278793335004,-1.7219543457031037,-1.5391731262207031,-2.084884643554709,0
8,132,3152275785083002900,1237667253995897693,24.606237411499,21.7989521026611,21.941276550293,22.1240577697754,21.578346252441396,0.145642384886742,0.113483555614948,0.0785074010491371,0.0583394132554531,0.0433938056230545,23.4094562530518,23.663230895996104,1,2.19944643974304,-1.196781158447198,1.6105041503906996,1.4681797027587995,1.2853984832763992,1.8311100006104049,2.8072853088378977,2.664960861205998,2.4821796417235973,3.027891159057603,-0.1423244476318999,-0.32510566711430045,0.22060585021970525,-0.18278121948240056,0.3629302978516051,0.5457115173340057,-0.253774642944304,0.9430065155028942,-1.864278793335004,-1.7219543457031037,-1.5391731262207031,-2.084884643554709,0
9,133,6377706399432968006,1237667253996355748,20.4771327972412,20.0772933959961,19.9987812042236,19.880413055419897,19.856021881103498,0.153497919440269,0.119604535400867,0.0827418640255928,0.0614860728383064,0.0457343421876431,20.648241043090803,21.176837921142603,1,0.71376633644104,0.17110824584960227,0.5709476470947017,0.6494598388672017,0.7678279876709055,0.7922191619873047,0.3998394012450994,0.4783515930175994,0.5967197418213033,0.6211109161377024,0.07851219177250003,0.19688034057620385,0.22127151489260302,0.11836814880370385,0.14275932312010298,0.024391174316399145,-0.5285968780518004,-0.6997051239014027,-1.099544525146502,-1.1780567169190022,-1.296424865722706,-1.3208160400391051,1
